time,value
8/13/2012,75.85359139
8/14/2012,75.84485953
8/15/2012,75.83479289
8/16/2012,75.82339145
8/17/2012,75.81065524
8/18/2012,75.79658423
8/19/2012,75.78117844
8/20/2012,75.76443786
8/21/2012,75.7463625
8/22/2012,75.72695235
8/23/2012,75.70620741
8/24/2012,75.68412769
8/25/2012,75.66071318
8/26/2012,75.63596389
8/27/2012,75.6098798
8/28/2012,75.58246094
8/29/2012,75.55370728
8/30/2012,75.52361884
8/31/2012,75.49219561
9/1/2012,75.4594376
9/2/2012,75.4285854
9/3/2012,75.399639
9/4/2012,75.37259841
9/5/2012,75.34746363
9/6/2012,75.32423466
9/7/2012,75.30291149
9/8/2012,75.28349414
9/9/2012,75.26598259
9/10/2012,75.25037685
9/11/2012,75.23667692
9/12/2012,75.22488279
9/13/2012,75.21499448
9/14/2012,75.20701197
9/15/2012,75.20093527
9/16/2012,75.19676438
9/17/2012,75.1944993
9/18/2012,75.19414003
9/19/2012,75.19568656
9/20/2012,75.1991389
9/21/2012,75.20449705
9/22/2012,75.21176101
9/23/2012,75.22093078
9/24/2012,75.23200635
9/25/2012,75.24498774
9/26/2012,75.25987493
9/27/2012,75.27666793
9/28/2012,75.29536673
9/29/2012,75.31597135
9/30/2012,75.33848177
10/1/2012,75.36289801
10/2/2012,75.3875071
10/3/2012,75.41230907
10/4/2012,75.4373039
10/5/2012,75.46249159
10/6/2012,75.48787215
10/7/2012,75.51344558
10/8/2012,75.53921187
10/9/2012,75.56517103
10/10/2012,75.59132305
10/11/2012,75.61766794
10/12/2012,75.6442057
10/13/2012,75.67093632
10/14/2012,75.6978598
10/15/2012,75.72497615
10/16/2012,75.75228537
10/17/2012,75.77978745
10/18/2012,75.8074824
10/19/2012,75.83537022
10/20/2012,75.8634509
10/21/2012,75.89172445
10/22/2012,75.92019086
10/23/2012,75.94885013
10/24/2012,75.97770228
10/25/2012,76.00674729
10/26/2012,76.03598516
10/27/2012,76.0654159
10/28/2012,76.09503951
10/29/2012,76.12485598
10/30/2012,76.15486532
10/31/2012,76.18506752
11/1/2012,76.21546259
11/2/2012,76.24494871
11/3/2012,76.27352588
11/4/2012,76.3011941
11/5/2012,76.32795336
11/6/2012,76.35380368
11/7/2012,76.37874505
11/8/2012,76.40277746
11/9/2012,76.42590093
11/10/2012,76.44811544
11/11/2012,76.469421
11/12/2012,76.48981762
11/13/2012,76.50930528
11/14/2012,76.52788399
11/15/2012,76.54555375
11/16/2012,76.56231456
11/17/2012,76.57816642
11/18/2012,76.59310933
11/19/2012,76.60714329
11/20/2012,76.6202683
11/21/2012,76.63248435
11/22/2012,76.64379146
11/23/2012,76.65418962
11/24/2012,76.66367882
11/25/2012,76.67225908
11/26/2012,76.67993038
11/27/2012,76.68669274
11/28/2012,76.69254614
11/29/2012,76.69749059
11/30/2012,76.7015261
12/1/2012,76.70465265
12/2/2012,76.70664451
12/3/2012,76.70750167
12/4/2012,76.70722414
12/5/2012,76.70581192
12/6/2012,76.70326501
12/7/2012,76.6995834
12/8/2012,76.6947671
12/9/2012,76.6888161
12/10/2012,76.68173042
12/11/2012,76.67351004
